procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
9348827,"","",IMG3227,NR EPIDURAL OR TRANSFORAMINAL INJECTION OR (BH),172,0.0%,"","","",""
9679753,"","",NMC2985,NM MYOCARDIAL PERFUSION SPECT (STRESS ONLY) WITH DOBUTAMINE,171,0.0%,"","","",""
2249397,"","",IMG3591,US ASPIRATION INJECTION MINOR JOINT LEFT,171,0.0%,"","","",""
9561464,"","",LAB4783,ZZZAML-ETO  T(8;21)  BONE MARROW     (YH),170,0.0%,"","","",""
5600394,"","",ECH151,SRC TEE - OR USE ONLY,170,0.0%,"","","",""
8654279,"","",REF107,AMB REFERRAL TO PELVIC FLOOR HEALTH AND REHABILITATION,170,0.0%,"","","",""
4677117,"","",PRO555,INJ DX THER AGT PV FACET JT L S 2ND LVL,170,0.0%,"","","",""
1028216,"","",REF106,B  AMB REFERRAL TO UROLOGY ICM,170,0.0%,"","","",""
7576687,"","",LAB8723,WEST NILE VIRUS BY PCR  CSF (LAB APPROVAL REQUIRED)     (YH),170,0.0%,"","","",""
8884165,"","",PT12,PT WOUND CARE,170,0.0%,"","","",""
6458798,"","",LAB905,FUNGAL STAIN     (L Q),169,0.0%,"","","",""
1706309,"","",IMG4616,US SOFT TISSUE AXILLA LEFT (BH YH LM WH),169,0.0%,"","","",""
6766939,"","",IMG3285,OSF BARIUM ENEMA,169,0.0%,"","","",""
3129844,"","",IMG3392,OSF MRI BREAST RIGHT,169,0.0%,"","","",""
9792053,"","",IMG5135,EOS FULL SPINE 2 VW (AP LATERAL),169,0.0%,"","","",""
7664415,"","",LAB3432,REPRODUCTIVE CULTURE     (YH),168,0.0%,"","","",""
5479069,"","",RT134,OXYGEN TRACH MASK (NEW BORN),168,0.0%,"","","",""
2363611,"","",NUR1057,TRANSFUSE VON WILLEBRAND S FACTOR CONCENTRATE,168,0.0%,"","","",""
5483689,"","",LAB8635,MEASLES (RUBEOLA) IGG  IGM AB PANEL  IFA (CSF)     (Q),168,0.0%,"","","",""
4187621,"","",REF503,AMB REFERRAL TO PEDIATRIC WEIGHT MANAGEMENT,168,0.0%,"","","",""
2665209,"","",PRO589,US GUIDED MAJOR JOINT,167,0.0%,"","","",""
4730477,"","",IMG3852,PET CT WHOLE BODY INFECTION (YH),167,0.0%,"","","",""
7436371,"","",NUR89,PARACENTESIS TRAY TO BEDSIDE,167,0.0%,"","","",""
8222805,"","",LAB11147,RESPIRATORY PATHOGEN PANEL (Q),167,0.0%,"","","",""
2295317,"","",IMG4648,MRI BRACH PLEX LEFT THORACIC OUTLET W WO IV CONTRAST (Y L W G),167,0.0%,"","","",""
4159173,"","",IMG4857,CT KIDNEY W WO IV CONTRAST (YH),166,0.0%,"","","",""
7247707,"","",LAB5808,CLOSTRIDIUM DIFFICILE CULTURE W RFX TO TOXIN     (Q),166,0.0%,"","","",""
9748384,"","",LAB465,CERVICAL CULTURE     (L),166,0.0%,"","","",""
2016143,"","",IMG3134,CT LTD ULTRASOUND CT SCAN RESOURCE (YH),166,0.0%,"","","",""
6575088,"","",ANPRO88,LUMBAR PUNCTURE FOR ANESTHESIA,166,0.0%,"","","",""
5255611,"","",IMM26,HEPATITIS A VACCINE PEDIATRIC   ADOLESCENT 3 DOSE IM,166,0.0%,"","","",""
6994824,"","",115013G,AVELUMAB TREATMENT CONDITION,166,0.0%,"","","",""
6890672,"","",IMG3272,US MFM CVS GUIDANCE 2 PLACENTA AND 1ST TRI  (PERI ONLY)(YH BH),166,0.0%,"","","",""
2285209,"","",LAB5861,CULTURE  YEAST  W  DIRECT FLUORESCENT KOH     (Q),166,0.0%,"","","",""
5430291,"","",LAB7447,CELL COUNT AND DIFFERENTIAL  FLUID  OTHER     (Q),166,0.0%,"","","",""
2619037,"","",NUR1029,WHIRPLOOL TREATMENT,165,0.0%,"","","",""
5209506,"","",IMG2270,XR LOWER EXTREMITY PEDI ONLY,165,0.0%,"","","",""
6597438,"","",NUR124,SUPPLIES KIT TO BEDSIDE,165,0.0%,"","","",""
3389125,"","",EDU521,PATIENT EDUCATION VIDEO: TOTAL KNEE REPLACEMENT: RECOVERY,165,0.0%,"","","",""
6733723,"","",LAB6729,FUNGAL ISOLATE IDENTIFICATION     (Q),165,0.0%,"","","",""
8377389,"","",CS5115,PARTIAL FRAME TRY-IN,164,0.0%,"","","",""
5577010,"","",IMG1419,MRA LOWER EXTREMITY RIGHT W AND WO IV CONTRAST(GH YH BH LM),164,0.0%,"","","",""
6371410,"","",LAB3159,IMMUNOGLOBULIN M  CSF     (YH),163,0.0%,"","","",""
8680038,"","",IMG2438,MRI UPPER ANY JOINT EXTREMITY RIGHT,163,0.0%,"","","",""
1348044,"","",EDU489,PATIENT EDUCATION VIDEO: PERIPHERAL NERVE BLOCK (REGIONAL ANESTHESIA) BASICS: OVERVIEW,163,0.0%,"","","",""
4110639,"","",IMG3833,NM INFLAMMATORY WBC WHOLE BODY W CERETEC (YH LM WH),163,0.0%,"","","",""
6266273,"","",NMC3002,NM MYOCARDIAL PERF SPECT W THALLIUM (EXERCISE AND REDIST),163,0.0%,"","","",""
2477081,"","",IMG4904,ED PROCEDURAL ULTRASOUND FOREIGN BODY REMOVAL,163,0.0%,"","","",""
3487425,"","",CON270,INPATIENT CONSULT TO ENDOCRINE SURGERY,162,0.0%,"","","",""
2483665,"","",OPH253,EXCISION OF LESION  EYELID - OD - RIGHT EYE,162,0.0%,"","","",""
6113414,"","",PRV3,UNRESTRICTED VISITATION STATUS,162,0.0%,"","","",""
3442176,"","",IMG445,NM BRAIN LIMITED W VASCULAR FLOW (YH),162,0.0%,"","","",""
9470604,"","",IMG3002,NM KIDNEY W FLOW AND FUNCTION WO PHARM MAG3 (GH),162,0.0%,"","","",""
4777024,"","",LAB9280,ZZZSTOOL CULTURE     (BH YH),162,0.0%,"","","",""
2170261,"","",LAB2627,ARTHROPOD ID,162,0.0%,"","","",""
9410792,"","",EDU158,PATIENT EDUCATION VIDEO: MASTECTOMY,162,0.0%,"","","",""
2744869,"","",LAB2933,ENTEROVIRUS BY RT-PCR  LESION     (GH YH),162,0.0%,"","","",""
2702028,"","",IMG1823,PET CT LIMITED AREA SUBSEQUENT(GH BH),162,0.0%,"","","",""
3962010,"","",NUR579,QQ  REASON FOR NOT SIGNING CHEMO ORDERS 48 HRS IN ADVANCE,161,0.0%,"","","",""
2096456,"","",IMG2375,CT NECK CHEST ABDOMEN PELVIS WO IV CONTRAST (BH GH YHC WH),161,0.0%,"","","",""
6336897,"","",IMG2654,US ARM VENOUS DOPPLER UNILAT,161,0.0%,"","","",""
4260416,"","",LAB3490,SODIUM  STOOL  RANDOM     (YH),161,0.0%,"","","",""
8637620,"","",NUR1183,APHERESIS INTERNAL PLASMA EXCHANGE 36514 - TTP,161,0.0%,"","","",""
6998716,"","",NUR579,HI  RUXOLITINIB TREATMENT CONDITIONS,161,0.0%,"","","",""
2916070,"","",GI430,SMARTPILL MOTILITY TESTING,160,0.0%,"","","",""
7397090,"","",NUR11471,ZZZRETIRED RISK MANAGEMENT OBSERVATION 1:1-AGGRESSION TO OTHERS,160,0.0%,"","","",""
6719369,"","",IMG354,NM BONE MARROW SCAN LIMITED,160,0.0%,"","","",""
1295691,"","",PRE19,ICRT PRECAUTIONS,160,0.0%,"","","",""
4121560,"","",LAB2352,TISSUE CULTURE AND GRAM STAIN     (BH),160,0.0%,"","","",""
5247060,"","",IMG4299,CT MYELOGRAM THORACIC LUMBAR SPINE(YH LM),160,0.0%,"","","",""
4118623,"","",115301,DOSTARLIMAB TREATMENT CONDITION,160,0.0%,"","","",""
1499949,"","",LAB2935,ENTEROVIRUS BY RT-PCR  OTHER     (YH),160,0.0%,"","","",""
7259388,"","",IMG4313,OSF MAMMO BREAST SPECIMEN,160,0.0%,"","","",""
1794548,"","",EQ34,CHEST TUBE,159,0.0%,"","","",""
1094582,"","",SUP2502,A  GREENWICH PULMONARY-PAP ORDER (DME),159,0.0%,"","","",""
1373552,"","",LAB6709,ESCHERICHIA COLI O157 CULTURE     (Q),159,0.0%,"","","",""
6348063,"","",LAB3833,NON-GYN  SPECIMEN A     (Q),159,0.0%,"","","",""
5221813,"","",OPH262,FOCAL LASER - OD - RIGHT EYE,158,0.0%,"","","",""
3677655,"","",REF113,AMB REFERRAL TO PEDIATRIC CARDIOTHORACIC SURGERY,158,0.0%,"","","",""
5719155,"","",IMG135,FL ARTHROGRAM KNEE LEFT(GH YH BH LM),158,0.0%,"","","",""
2021010,"","",IMG3658,US GUIDED ASPIRATION KNEE LEFT,158,0.0%,"","","",""
7224201,"","",OPH2109,HVF SITA STANDARD 30-2 - OU - BOTH EYES,158,0.0%,"","","",""
9293395,"","",NEU152,MEDIAN NERVE BLOCK,158,0.0%,"","","",""
6401417,"","",DIA32,HEMODIALYSIS-CHILD,158,0.0%,"","","",""
1819372,"","",1158030,AMIVANTAMAB TREATMENT CONDITIONS,158,0.0%,"","","",""
7041498,"","",IMG1342,MRI ARTHROGRAM ELBOW LEFT W CONTRAST(GH YH BH LM),157,0.0%,"","","",""
3013785,"","",CON123,IP CONSULT TO PET THERAPY,157,0.0%,"","","",""
8436022,"","",IMG1248,CT SINUS W WO IV CONTRAST(GH YH BH YHC WH),157,0.0%,"","","",""
1555444,"","",RAD10,OPTUNE NOVOTAL PLANNING,157,0.0%,"","","",""
3874386,"","",NMC3029,NM CARDIAC LOWER EXTREMITY PERFUSION REST ONLY,157,0.0%,"","","",""
1958121,"","",LAB10627,CYTOLOGY BRUSHING (ANAL PAP) (Q),157,0.0%,"","","",""
4743744,"","",LAB3635,VIRAL CULTURE  MOUTH     (YH),156,0.0%,"","","",""
6596283,"","",LAB9037,HSV DNA TYPING  CSF (LAB ORDERABLE ONLY)     (YH),156,0.0%,"","","",""
3336033,"","",DER26,PHOTOTHERAPY,156,0.0%,"","","",""
9881028,"","",OPH263,FOCAL LASER - OS - LEFT EYE,156,0.0%,"","","",""
1314943,"","",NEU120,EEG-OVERNIGHT,156,0.0%,"","","",""
9628029,"","",LABEX10813,SARS COV-2 POCT (COVID 19) (EXTERNAL LAB),156,0.0%,"","","",""
8994427,"","",ECH197,FETAL ECHOCARDIOGRAM LIMITED,156,0.0%,"","","",""
9513313,"","",NEU62,AUTONOMIC TESTING (LMH),156,0.0%,"","","",""
4619637,"","",LAB5442,POTASSIUM  FECES     (LMW Q YH),155,0.0%,"","","",""
8975268,"","",IMG737,FL MYELOGRAM CERVICAL THORACIC LUMBAR(GH BH LM),155,0.0%,"","","",""
1602128,"","",NUR373,BLADDER PROGRAM,155,0.0%,"","","",""
1244841,"","",LAB242,FUNGAL CULTURE  BLOOD     (BH GH L LMW YH),155,0.0%,"","","",""
6693717,"","",LAB4238,ENTERIC PATHOGEN CONFIRMATION     (YH),154,0.0%,"","","",""
7652446,"","",IMG1730,CT RADIUS ULNA RIGHT W IV CONTRAST,154,0.0%,"","","",""
6944056,"","",NUR457,FUNDAL CHECK,154,0.0%,"","","",""
5749432,"","",LAB10351,ZZZPARANEOPLASTIC AB EVALUATION W REFLEX TO TITER AND LB  BASIC  CSF (BH),154,0.0%,"","","",""
8748966,"","",IMM150,INFLUENZA  QUADRIVALENT  PRESERVATIVE FREE 0.25 ML DOSE,154,0.0%,"","","",""
6266337,"","",PFT19,BEDSIDE SPIROMETRY WITH MGC DEVICE (BH ONLY),154,0.0%,"","","",""
2254671,"","",LAB3412,PYRUVIC ACID  CSF     (BH YH),154,0.0%,"","","",""
1560059,"","",OPH101,EXTERNAL PHOTOGRAPHY - OS - LEFT EYE,154,0.0%,"","","",""
5040578,"","",NUR1403,INITIATE MFM PRENATAL PROTOCOL,153,0.0%,"","","",""
3796704,"","",NUR90,PASSIVE RANGE OF MOTION,153,0.0%,"","","",""
6925358,"","",ENT8,ENDOSCOPY EAR   NOSE   THROAT,153,0.0%,"","","",""
7652996,"","",LAB4758,GC CULTURE     (BH),153,0.0%,"","","",""
4089144,"","",REF115,AMB REFERRAL TO PEDIATRIC ONCOLOGY,153,0.0%,"","","",""
5511184,"","",LAB9059,PTH  FINE NEEDLE ASPIRATE     (YH),153,0.0%,"","","",""
2031561,"","",LAB4157,AFB REFERRAL (LAB ORDERABLE ONLY)     (YH),152,0.0%,"","","",""
6110293,"","",PFT257,PULMONARY REPORT RESULTS,152,0.0%,"","","",""
2558952,"","",IMG3200,FL STEROID INJECTION KNEE RIGHT (BH YH LM),152,0.0%,"","","",""
2669624,"","",LAB7785,SUREPATH IMAGING PAP AND C. TRACHOMATIS  N. GONORRHOEAE     (Q),152,0.0%,"","","",""
8638560,"","",NMC436,PET VIABILITY FDG SCAN,152,0.0%,"","","",""
1331161,"","",IMG4205,US SOFT TISSUE MSK ELBOW BILATERAL(YH LM),152,0.0%,"","","",""
8180937,"","",LAB4638,CHYMOTRYPSIN  STOOL     (BH GH Q YH),151,0.0%,"","","",""
1473484,"","",IMG3853,PET CT SKULL TO THIGH AORTIC ANEURYSM (YH),151,0.0%,"","","",""
5239661,"","",IMG2200,MAMMO DUCTOGRAM SINGLE DUCT LEFT(GH YH),151,0.0%,"","","",""
1352136,"","",EQ50,ELEVATED TOILET SEAT,150,0.0%,"","","",""
7636830,"","",LAB5281,HUMAN METAPNEUMOVIRUS PCR  BAL     (YH),150,0.0%,"","","",""
8584859,"","",NUR987,PATIENT SAFETY DEVICES TO BEDSIDE,150,0.0%,"","","",""
4645333,"","",OPH105,FLUORESCEIN ANGIOGRAPHY - OS - LEFT EYE,150,0.0%,"","","",""
6568955,"","",CON79,IP CONSULT TO PEDIATRIC DENTISTRY,149,0.0%,"","","",""
3172691,"","",IMG2710,MRI VACUUM ASST BREAST BX W CLIP RIGHT ADD L (YH GH),149,0.0%,"","","",""
6600507,"","",IMG2858,CT THORACIC SPINE BONE W IV CONTRAST (YH BH LM WH),149,0.0%,"","","",""
2033289,"","",IMG4639,CT HEAD METASTATIC W WO IV CONTRAST (BH YH LM WH),149,0.0%,"","","",""
2930306,"","",OPH381,PUNCTAL OCCLUSION BY PLUG  COLLAGEN - OS - LEFT EYE,149,0.0%,"","","",""
5792746,"","",OPH380,PUNCTAL OCCLUSION BY PLUG  COLLAGEN - OD - RIGHT EYE,149,0.0%,"","","",""
8539467,"","",CON307,IP CONSULT TO BARIATRIC SURGERY,149,0.0%,"","","",""
7250293,"","",IMG2319,US PANCREAS,148,0.0%,"","","",""
6778324,"","",IMG3199,FL STEROID INJECTION KNEE LEFT (BH YH LM),148,0.0%,"","","",""
9143141,"","",SUP80,ICE PACK,148,0.0%,"","","",""
9572370,"","",NUR1876,HEARTMATE III,148,0.0%,"","","",""
8466416,"","",LAB6228,TISSUE  SPECIMEN B     (Q),148,0.0%,"","","",""
5735830,"","",EDU564,PATIENT EDUCATION VIDEO: WHAT HAPPENS DURING A MASTECTOMY?: OVERVIEW,148,0.0%,"","","",""
3058467,"","",IMG3511,US BREAST ADDITIONAL VIEWS RIGHT GBA (GH),148,0.0%,"","","",""
2405750,"","",LAB272,INFLUENZA ANTIGEN     (Q),147,0.0%,"","","",""
2702185,"","",LAB7602,AMINO ACID  CSF     (YH),147,0.0%,"","","",""
7892296,"","",IMG233,CT HIP RIGHT W WO IV CONTRAST,147,0.0%,"","","",""
6879389,"","",IMG4848,NM BONE SCAN SINGLE AREA SPECT-CT(YH LM),147,0.0%,"","","",""
5355207,"","",IMG3697,FL ASPIRATION INJECTION MINOR JOINT RIGHT  (GH YH LM),147,0.0%,"","","",""
8185343,"","",SHX449,CPAP,146,0.0%,"","","",""
7627430,"","",YNEW4,NONBILLABLE WITH RVUS,146,0.0%,"","","",""
9933903,"","",POC11,POCT GLUCOSE MONITORING CONTINUOUS,146,0.0%,"","","",""
7322331,"","",IMG3224,ED PROCEDURAL ULTRASOUND THORACENTESIS,146,0.0%,"","","",""
7323864,"","",IMG4002,CASE REQUEST IR ALL OTHERS,146,0.0%,"","","",""
5709348,"","",IMG3717,CT CALLBACK (LM WH),145,0.0%,"","","",""
2231347,"","",IMG1789,MRI HIP RIGHT W IV CONTRAST(GH YH BH YHC WH),145,0.0%,"","","",""
2852490,"","",IMG4929,CT GUIDED INJ EPIDURAL CERV THOR(LM),145,0.0%,"","","",""
4307834,"","",IMG2333,US SUPRACLAVICULAR (GH YHC LM WH),145,0.0%,"","","",""
1748313,"","",LAB3618,VARICELLA-ZOSTER VIRUS BY PCR  OCULAR FLD     (YH),145,0.0%,"","","",""
8867790,"","",NUR579,OV  TRABECTEDIN TREATMENT CONDITIONS,145,0.0%,"","","",""
9435631,"","",LAB11816,AMBRY CANCERNEXT (BH GH LMW YH),145,0.0%,"","","",""
4750310,"","",NUR321,DISIMPACTION,145,0.0%,"","","",""
9134191,"","",115800A,DASATINIB TREATMENT CONDITION,145,0.0%,"","","",""
3613133,"","",RT407,NIPPV (PEDIATRIC),145,0.0%,"","","",""
9728215,"","",LAB2222,ZZZT CELL GENE REARRANGEMENT - OTHER     (YH),144,0.0%,"","","",""
7325115,"","",LAB10658,SPECIMEN TO SURGICAL PATHOLOGY (EXTERNAL LABORATORY),144,0.0%,"","","",""
8893371,"","",IMG5036,US VOLVULUS (PEDI) (YH BH),144,0.0%,"","","",""
6146810,"","",LAB7454,ZZZCRYPTOSPORIDIUM AG  EIA     (Q),144,0.0%,"","","",""
2885495,"","",CON91,IP CONSULT TO PEDIATRIC PSYCHOLOGY,144,0.0%,"","","",""
9491094,"","",LAB2372,ACANTHAMOEBA (PARASITE) CULTURE (BH GH LMW YH),144,0.0%,"","","",""
5571892,"","",IMG1240,CT ORBITS   SELLA W WO IV CONTRAST,143,0.0%,"","","",""
5011644,"","",NUR579,PV  TRABECTEDIN CARDIAC MONITORING,143,0.0%,"","","",""
3124663,"","",GI51,PERORAL ENDOSCOPIC MYOTOMY VIA UPPER ENDOSCOPY (POEM),143,0.0%,"","","",""
5683358,"","",IMG1706,US SOFT TISSUE MSK HEEL LEFT,143,0.0%,"","","",""
7910622,"","",IMG3469,MRI TIBIA FIBULA BILATERAL W WO IV CONTRAST (BH YH YHC),143,0.0%,"","","",""
1838020,"","",IMG5117,US LIMITED FOR IR,143,0.0%,"","","",""
3468518,"","",LAB13,ZZZMEDICAL CYTOLOGY     (L),143,0.0%,"","","",""
1789209,"","",IMG5064,ED GYN TRANSVAGINAL ULTRASOUND,143,0.0%,"","","",""
9813315,"","",IMG3260,US MFM FOLLOW UP TRIP + TRANSVAG(PERI ONLY)(GH YH BH NE LM),143,0.0%,"","","",""
3930859,"","",LAB2686,BLOOD PARASITES (LAB ORDERABLE ONLY)  (BH),142,0.0%,"","","",""
9953659,"","",LAB3629,VIRAL CULTURE  DERMAL     (YH),142,0.0%,"","","",""
3270639,"","",115705,TREATMENT 5 HOUR,142,0.0%,"","","",""
4382732,"","",LAB3234,MAC AMPLIFIED PROBE     (BH),142,0.0%,"","","",""
5782641,"","",LAB3631,VIRAL CULTURE  FLUID (NON-CSF)     (YH),142,0.0%,"","","",""
3394163,"","",IMG2500,MRI LOWER EXTREMITY JOINT LEFT W IV CONTRAST,142,0.0%,"","","",""
4026024,"","",NUR614,MEASURE L UPPER ARM CIRCUMFERENCE,142,0.0%,"","","",""
1626270,"","",LAB9099,ENTAMOEBA HISTOLYTICA ANTIGEN     (GH Q),142,0.0%,"","","",""
5501774,"","",LAB2320,BRONCHIAL CULTURE AND GRAM STAIN     (BH),142,0.0%,"","","",""
8157905,"","",LAB2924,ELUTION     (BH),142,0.0%,"","","",""
3649169,"","",NUR579,VV  POMALIDOMIDE TREATMENT CONDITIONS,142,0.0%,"","","",""
1708881,"","",IMG2698,MRI LUMBAR PLEXUS RIGHT W WO IV CONTRAST(BH YH GH YHC),141,0.0%,"","","",""
2631994,"","",IMG1024,CT HAND LEFT W IV CONTRAST,141,0.0%,"","","",""
4044677,"","",115NUR,47903  ONCBCN PRE-TX WORKLIST ITEM,141,0.0%,"","","",""
8131878,"","","","",141,0.0%,"","","",""
7125638,"","",LAB2677,BILIRUBIN  DIRECT  FLUID     (YH),141,0.0%,"","","",""
3574461,"","",LAB3268,MTB  AMPLIFIED PROBE     (BH),141,0.0%,"","","",""
9375709,"","",IMG1741,CT HAND RIGHT W IV CONTRAST,140,0.0%,"","","",""
1165929,"","",LAB3657,WORM IDENTIFICATION,140,0.0%,"","","",""
4976140,"","",IMG1768,MRA CHEST ABDOMEN PELVIS W WO IV CONTRAST,140,0.0%,"","","",""
4871913,"","",LAB208,WEST NILE VIRUS  CSF     (BH),140,0.0%,"","","",""
6471081,"","",NUR631,TRANSFUSE CRYOPRECIPITATE (BIRTH-10),140,0.0%,"","","",""
6919623,"","",IMG3602,MAMMO ATTEMPTED STEREOTACTIC BIOPSY RIGHT (LM WH),139,0.0%,"","","",""
5527046,"","",IMG4646,MRI NECK PARATHYROID W WO IV CONTRAST (YH LM),139,0.0%,"","","",""
3297743,"","",IMG4303,US MFM BIOPHYS PROF W UMBILICAL AND MCA DOPPLER TWINS (BH LM YH),139,0.0%,"","","",""
3176793,"","",IMG2201,MAMMO DUCTOGRAM SINGLE DUCT RIGHT(GH YH),139,0.0%,"","","",""
2849049,"","",IMG4921,FL GUIDED ASPIRATION INJECTION SMALL JOINT (FINGER TOE),138,0.0%,"","","",""
7727235,"","",LAB3310,OVA AND PARASITES CONCENTRATION EXAM (NON-STOOL)     (YH),138,0.0%,"","","",""
6960134,"","",REF137,AMB REFERRAL TO NEUROPHYSIOLOGY,138,0.0%,"","","",""
2903157,"","",IMG1169,NM ABSCESS LOCALIZATION LIMITED W GALLIUM,138,0.0%,"","","",""
6279083,"","",LAB3684,CRYOPRESERVATION: SPERM (ADD L)     (YMG),138,0.0%,"","","",""
9736727,"","",IMG232,CT HIP LEFT W WO IV CONTRAST,138,0.0%,"","","",""
4211693,"","",LAB6930,ZZZCRYPTOCOCCAL ANTIGEN     (BH),138,0.0%,"","","",""
6816399,"","",IMG3542,CT GUIDED THORACENTESIS LEFT,137,0.0%,"","","",""
1768146,"","",IMG3750,XR CHEST PA FOR IR RESEARCH (YH),137,0.0%,"","","",""
7463124,"","",LAB4727,MICROBIOLOGY SPECIAL STUDIES     (YH),137,0.0%,"","","",""
6317113,"","",IMG1057,CT GUIDED THORACENTESIS W CHEST TUBE INSERTION RT,137,0.0%,"","","",""
4819435,"","",IMG470,NM VOIDING CYSTOGRAM(YH GH BH WH),137,0.0%,"","","",""
4414286,"","",OPH246,EXCISION OF CHALAZION  SINGLE - OS - LEFT EYE,137,0.0%,"","","",""
6922546,"","",IMG4887,IM POCUS,137,0.0%,"","","",""
3508921,"","",IMG2869,FL ARTHROGRAM INJECTION ELBOW LEFT (YH BH GH LM),136,0.0%,"","","",""
7483326,"","",IMG4577,HYSTEROSONOGRAM (SIS),136,0.0%,"","","",""
7303024,"","",1150001111,PALIFERMIN TREATMENT CONDITION,136,0.0%,"","","",""
1508504,"","",LAB10161,ZZZC. TRACHOMATIS  N. GONORRHOEAE  NAAT  RECTAL (GH LMW),136,0.0%,"","","",""
6128981,"","",OPH13910220,SILVERSTONE OPTOS RETINA OCT OS,136,0.0%,"","","",""
8216404,"","",99499,NEMG LH FIRE PHYSICAL AND ANNUAL EXAM,136,0.0%,"","","",""
5405964,"","",OPH1051,HS 7 LINE RETINA OS,136,0.0%,"","","",""
4197765,"","",CON163,IP CONSULT TO ENDOCRINE  INFERTILITY,135,0.0%,"","","",""
4931571,"","",IMG3715,XR OR DENTAL EXAM (GH),135,0.0%,"","","",""
5394419,"","",EDU60,PATIENT EDUCATION VIDEO: COPD: MEDICATIONS AND INHALERS,135,0.0%,"","","",""
4919657,"","",IMG2889,US GUIDED ABSCESS DRAINAGE ABDOMEN (BH GH LM WH),135,0.0%,"","","",""
4106969,"","",PRO117,VENIPUNC <3 Y O  OTHER,135,0.0%,"","","",""
9664159,"","",LAB8910,H. PYLORI BREATH COLLECTION     (L),135,0.0%,"","","",""
4761492,"","",CON131,IP CONSULT TO CARDIAC REHABILITATION,135,0.0%,"","","",""
8565822,"","",APPT20,APPT20,135,0.0%,"","","",""
5074521,"","",PRO133,INSERT TEMP INDWELLING BLAD CATH COMP,134,0.0%,"","","",""
4165791,"","",DIET62,DIET WIRED JAW,134,0.0%,"","","",""
9507576,"","",ECH09,PEDI ECHO 2D LTD CONG ANOMALY IF INDICATED 3D,134,0.0%,"","","",""
4570480,"","",IMG3330,OSF CTA AORTA ILIAC FEMORALS,134,0.0%,"","","",""
7767529,"","",LAB2918,ELECTROLYTE PANEL  FLUID     (YH),134,0.0%,"","","",""
6100643,"","",IMG1773,MRI CLAVICLE RIGHT W WO IV CONTRAST,134,0.0%,"","","",""
3918009,"","",IMG2317,US GUIDANCE CLIP PLACEMENT RIGHT,133,0.0%,"","","",""
6826421,"","",IMG3760,US MFM INTRAUTERINE TRANSFUSION W GUIDANCE (PERI ONLY)(YH),133,0.0%,"","","",""
4122620,"","",EQ130,URINARY CATHETER STRAIGHT,133,0.0%,"","","",""
4433540,"","",IMG2808,CT GUIDED NEEDLE BIOPSY BONE UPPER EXTREMITY LEFT  (BH YH),133,0.0%,"","","",""
6215199,"","",LAB4568,GYNECOLOGICAL PATHOLOGY REPORT     (Q),132,0.0%,"","","",""
1129367,"","",LAB4039,ZZZRESISTANT ORGANISM SURVEILLANCE CULTURE (LAB ORDERABLE ONLY)     (YH),132,0.0%,"","","",""
1947953,"","",GI451,COLONOSCOPY VIA STOMA,132,0.0%,"","","",""
2320375,"","",IMG1249,CT MANDIBLE W WO IV CONTRAST (BH YH YHC),132,0.0%,"","","",""
3110864,"","",EQ105,SILASTIC DRAIN,132,0.0%,"","","",""
4189438,"","",DIET130,DIET BREASTFEEDING MOTHER,132,0.0%,"","","",""
3614690,"","",Y2084,YM REMOVAL OF SKIN TAGS,131,0.0%,"","","",""
7148240,"","",LAB4865,FUNGAL SUSCEPTIBILITY (LAB ORDERABLE ONLY)  (YH),131,0.0%,"","","",""
3089310,"","",IMG2344,US GUIDED BREAST BIOPSY VACUUM ASSISTED(GH BH YH),131,0.0%,"","","",""
3836658,"","",IMG314,MRI KNEE RIGHT W IV CONTRAST(GH YH BH YHC WH),130,0.0%,"","","",""
5387060,"","",OPH245,EXCISION OF CHALAZION  SINGLE - OD - RIGHT EYE,130,0.0%,"","","",""
1682005,"","",LAB1285,BLOOD TYPING  RBC ANTIGENS     (L),130,0.0%,"","","",""
7741496,"","",IMG3754,US GUIDED BREAST LYMPH NODE BIOPSY BILATERAL (BH YH LM WH),130,0.0%,"","","",""
4364586,"","",NUR1015,BED TRIADYNE II,129,0.0%,"","","",""
4009627,"","",IMG4867,MRI KIDNEY W WO IV CONTRAST (YH),129,0.0%,"","","",""
1956357,"","",GI420,PARACENTESIS (IMAGES),129,0.0%,"","","",""
6239942,"","",LAB10730,EASTERN EQUINE ENCEPHALITIS VIRUS IGM ANTIBODY  IFA (CSF),129,0.0%,"","","",""
4062845,"","",IMM326,RSV  MRNA  INJECTABLE  PF,129,0.0%,"","","",""
1281944,"","",IMG3916,US MFM REPEAT FETAL ECHO TWINS (PERI ONLY)(YH BH),129,0.0%,"","","",""
5633933,"","",IMG3297,OSF IV PYELOGRAM,129,0.0%,"","","",""
4139567,"","",NEU150,OCCIPITAL NERVE BLOCK,129,0.0%,"","","",""
9192773,"","",IMG5012,US BREAST SOFT TISSUE BILATERAL (BH LM WH YH GH),129,0.0%,"","","",""
9963840,"","",IMG1412,MRI ANKLE LEFT W IV CONTRAST(GH YH BH YHC WH),128,0.0%,"","","",""
3413647,"","",CON122,IP CONSULT TO PATIENT RELATIONS,128,0.0%,"","","",""
9474967,"","",LAB11751,GEM FULL PANEL  VENOUS (POC) (BH YH),128,0.0%,"","","",""
