care_site_id,Department
1051,YNH NP PREOP/PACU
24419,ROYAL WESTERLY NURSING & REHAB CENTER
23330,DAY KIMBALL HOSPITAL
2429,YM COUNTY OB WALLINGFORD
4088,GH OHS STRESS - STAMFORD
21910,YNH TXP LIVING DONOR CENTER YPB4
37850,YNHHS MASS TESTING SITE
42865,WH UROLOGY SERVICE
21258,CONNECTICUT VASCULAR CENTER PC
38146,YNH SMILOW ENDOCRINE SURGERY
1514,SRC ADMITTING
2077,YMG PEDI LW ENDOCRINOLOGY
31280,YM CSC OUTPATIENT YOUTH NH GEORGE ST
1393,YNH DRAW STATION SMILOW DERBY
3424,YNH PEDI TRUMBULL TREATMENT CENTER
2703,FAIR HAVEN MIDWIFERY
22106,CHARTER OAK WALK-IN MEDICAL CENTER
31310,CSHH DENTAL XRAY
30624,BH PCC PODIATRY ULTRASOUND
41327,OPTHC DENTAL STRATFORD
936,JEWISH SENIOR SERVICES
19125,YM NEURO NEUROMUSCULAR STAMFORD
45282,YNH PEDI NORWALK BARIATRIC SURGERY
45310,YM PAIN MANAGEMENT NEW LONDON
1339,YNH SMILOW ENDOCRINE NEOPLASIA
2615,NE MILL HILL SURGICAL ASSOCIATES
42813,YNH DR CT WALLINGFORD MASONICARE
2705,FAIR HAVEN CARE COORD 374 GRAND AVE
24064,YNH REHAB UROLOGY YPB 3
38483,LMH MED ONC URO MDC WATERFORD
44227,CSHH MEDICAL BAILEY MIDDLE SBHC
24525,BH PCC DRAW STATION
30419,MC ADMITTING
520,YNH SMILOW LABORATORY COST CENTER DEPARTMENT
2021,GH IMAGING CTR1 MRI
2349,YMG CARDIAC REHAB CENTER
44268,GH MATERNAL SPECIAL CARE
44975,SLEEP DISORDERS CENTER OF CT - GREENWICH
778,APPLE REHAB CROMWELL
1150,YNH SMILOW GUILFORD
1969,GH SMILOW SPECIALTY THERAPY CLINIC
1034,YNH INTEGRATIVE MEDICINE - THERAPIES
44486,FAIR HAVEN PHARMACY GRAND 111
26309,YNH BREAST SURGERY SERVICE
27734,YNH ENT OLD SAYBROOK
1031,YNH DENTAL CLINIC
30623,BH DENTAL XRAY
43860,YNH REHAB SERVICES LONG HAUL COVID
20001,ZZZLMH HOSPITALIST SERVICE
2294,YMG PEDI GI
4086,YNH LW GENDER PROGRAM
43963,FCHC DENTAL WILBUR PECK
4076,"HOME CARE PLUS, INC"
38192,YM CLINICAL RESEARCH FIELD CLINIC
3886,YNH TRANSPLANT - DERMATOLGY
41843,NE PULM WESTERLY
39459,SRC OP SERVICES CONTINUING CARE CLINIC - GEORGE ST
1937,GH PHYSICAL THERAPY
3919,CT SCAN YNH RADONC SHORELINE
2067,GH IVF TUCKAHOE PRIVATE OFFICE
3374,DAVITA HEALTHCARE - NEW HAVEN
19155,ZZZLMH OUTPATIENT INFUSION SERVICES
417,GH ORTHOPEDICS SERVICE
1362,YNH SMILOW WOMEN'S INFUSION SERVICES
4128,LAB FOR DANBURY HOSPITAL
1402,YNH DRAW STATION PRINCE ST
2505,NE TRAUMA ORCHARD
21775,NE IM NIANTIC
21490,LMH PEQUOT OR
42590,YNHHS HOME INFUSION PHARMACY
44297,YNH OUTPATIENT SPIRITUAL CARE
968,YNH EMERGENCY PEDIATRIC
2270,YM NEUROLOGY NEUROPSYCH NH HOWARD
29097,YNH DRAW STATION 500 W PUTNUM
766,DEPARTMENT OF VETERANS AFFAIRS FIRM B
1485,YNH SLEEP CENTER - NORTH HAVEN
38337,SNF MASS TESTING - AVALON HEALTH CENTER
2275,YMG ONCOLOGY SERVICE
3905,NE YNH LIMB PRESERVATION CLINIC
21589,ALMOST FAMILY - NEW HAVEN
397,YNH OPHTHALMOLOGY SERVICE
4127,LAB FOR CONNECTICUT HOSPICE
43466,YM PEDI RESPIRATORY SHAWS COVE
412,GH NEPHROLOGY SERVICE
29980,CSHH DERMATOLOGY ANSONIA
39420,YNH PEDI NEUROCUTANEOUS HEM ONC
1335,YNH SMILOW BLOOD LAB 4
554,REGALCARE OF NEW HAVEN
1213,YNH PEDI GI TEMPLE STREET
4095,MAEFAIR HEALTH CARE CENTER
4125,LAB FOR CHARLOTTE HUNGERFORD
41369,OPTHC BH JOHN F KENNEDY SBHC
1073,YNH DR ED CT
3519,FOOTHILLS VN & HOME CARE
21727,WH CENTRAL SCHEDULING
4257,YNH SCCC ORANGE LAB
1571,SRC US ED PHYS
29258,WH VASCULAR SURGERY
2179,YM ENDOSCOPY SUITE NH TEMPLE
38564,NE PEDS WESTERLY
21707,LMH US ED PHYS
1930,GH INTERMEDIATE CARE
18059,NE OBGYN PURCHASE
807,YNH BLOCK SERVICE
23006,SOUNDVIEW ORTHOPEDICS
24899,YM PLASTIC SURGERY TRUMBULL
4010,NE GH BENDHEIM ONCOLOGY
1240,YNH WOMENS CENTER
2667,NE VALLEY DRIVE ONCOLOGY CENTER
1303,YNH DR YALE PHYS BLDG XRAY
17897,NEW ENGLAND RETINA ASSOC
1134,YNH SARGENT DRIVE XRAY
1407,YNHCH BH NEWBORN ICU
2174,YMG TEMPLE REFRACTIVE
23240,LMH ECF
1761,BH MAIN PACU
752,APPLE REHAB MYSTIC
29294,YNH SMILOW PALLIATIVE ORANGE
38060,YNH BARIATRIC SEMINAR VIRTUAL
432,BH SURGERY SERVICE
388,GH CARDIOTHORACIC SURGERY SERVICE
2182,YM OPHTHALMOLOGY
31278,YM CSC IN HOME IICAPS NH GEORGE ST
32066,YM OBGYN REPRO SPERM LAB ORANGE
2365,YMG PEDI NORWALK GI
41846,YM DIGESTIVE DISEASE WESTPORT
1653,SRC LITHOTRIPSY
1698,BH ADMITTING
43557,CSHH BH SAVIN ROCK WEST HAVEN SBHC
785,SRC MEDICINE SERVICE
2129,YMG OB/GYN SURGERY YNHH
3999,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI
41543,GH PEDI ED BLOOD DRAW
1138,YNH MATERNAL FETAL MEDICINE US
38190,OFF CAMPUS MASS TESTING SITE
1955,GH PATHOLOGY
18061,LMMG BEHAVIORAL NEW LONDON
21695,LMH PATIENT RELATIONS
41284,OPTHC BH LUIS M MARIN SBHC
43932,YNHHS HOME INFUSION PHARMACY 8 DEVINE
30035,CSHH BUSINESS OFFICE
1693,BH RICHARDSON 9
26386,NE PODIATRY MONROE XRAY
3948,MEMORIAL SLOAN KETTERING CANCER CENTER
21628,WH PICC SERVICES RADIOLOGY NURSE
32051,BH HOME DRAW
21519,WH PAIN OR
40190,FAIR HAVEN COVID VACCINE FAIR 150 SARGENT DRIVE
2170,YMG TEMPLE LOW VISION
18602,GH LRR BLOOD DRAW
1379,YNH PEDI GUILFORD RESPIRATORY
19692,SRC OP/IOP/PHP SERVICES - HAMDEN
1283,YNH EP CARDIOLOGY SERVICE
2223,YMG HEART FAILURE
41404,YNH INTEGRATIVE MEDICINE NORTH HAVEN
42894,BH INT MED DRAW STATION MAIN STREET
1089,YNH ECHOCARDIOGRAPHY
41325,OPTHC FMC RALPHOLA
420,GH PEDIATRICS SERVICE
39314,VNA SOUTHEASTERN CT SUPERVISION PROGRAM
34882,CSHH INFECTIOUS DISEASE WEST HAVEN
41010,FAIR HAVEN ADOL ADDICTION MED 150 SARGENT DR
779,KENT SPECIALTY CARE CENTER
40119,ZZYNH PEDI FOOD ALLERGY PREV 500 W PUTNAM
2259,YM GERIATRICS
21474,LMH CROSSROADS PET/CT SCAN
856,YNH NORTH HAVEN CROSSROADS DRAW STATION
2098,YMG CARDIOTHORACIC GUILFORD
44020,GH NEONATAL CLINIC 500 W PUTNAM
1771,BH UROLOGY OR
1364,YNH DRAW STATION SMILOW
18579,EQUINOX HOME CARE LLC
38458,YNH HEALTH AT HOME - SOUTHEAST
30080,X YNH CODE D NP 7 DAY HOSPITAL
19691,YNH HYPERTENSION CENTER
696,YNH BH CHILDREN BH RADIOLOGY
2590,NE INTERNAL MEDICINE - TRUMBULL
389,YNH SPEECH AND LANGUAGE PATHOLOGY
28848,NE FM WESTPORT 327 RIVERSIDE
30617,YNH BARIATRIC SEMINAR NEW LONDON
1124,YNH DRAW STATION LONG WHARF PEDI
744,YM THERAPEUTIC RADIOLOGY
970,YNH SP 52 HVC
400,YNH PEDIATRIC SURGERY SERVICE
41285,OPTHC FMC HALL
32061,YM EP NH YORK STREET
29130,ADVANCED DIAGNOSTIC PAIN TREATMENT PORTLAND
920,TALMADGE PARK
3562,NE PM POD TRUMBULL QUARRY RD
21461,LMH DIALYSIS AND PLASMAPHERESIS
36773,YNH NP 1 INFUSION OVERFLOW
44602,YALE NEW HAVEN URGENT CARE WATERBURY
41266,OPTHC NUTR EAST MAIN
650,GENESIS HEALTHCARE
1025,YNH CH SLEEP STUDY
21457,LMH INPATIENT PSYCH
2254,YM NEUROLOGY RESIDENTS CLINIC
4207,FAIRFIELD COUNTY INT MED & GASTRO ASSOC BRIDGEPORT
407,GH GASTROENTEROLOGY SERVICE
897,SRC IV TEAM
3576,NE PM ENDOSCOPY CTR
3960,YNH LABCORP
2041,GH IMAGING CTR1 BD
41721,BH HOME RADIOLOGY
1167,YNH HILL REG CAREER HIGH SBHC
27777,YM MATERNAL FETAL MEDICINE STAMFORD
2650,NE DR M EHSAN QADIR
1098,YNH CARDIOVASCULAR SPOR
44101,FOUNDATION MEDICINE LABORATORY
29102,ZZYNH PEDI RHEUMATOLOGY 500 W PUTNAM
29297,YNH DIGESTIVE HEALTH DEVINE
38151,YNH WINCHESTER CHEST CLINIC DANA 2
4178,GH MISCELLANEOUS LABORATORY
4229,BH QUEST CHEMISTRY
1164,YNH US ED SHORELINE PHYS
40248,YALE CENTER BH WELL BEING ADULT
107,EMH OBSTETRICS SVCS
789,SRC SURGERY SERVICE
37877,BH NORTHEAST 9 PSYCHIATRY
41887,LMH MAYO
3559,NE PM ENT TRUMBULL QUARRY RD
2089,YMG PEDI LW CRANIOFACIAL CLINIC
3977,YNH PEDI SURGERY OLD SAYBROOK
2172,YMG TEMPLE ONCOLOGY
31336,YNH MATERNAL WELLNESS PROGRAM
1607,SRC CARDIAC SHERMAN
2011,GH BROOKSIDE DRAW STATION
44584,YALE NEW HAVEN URGENT CARE GLASTONBURY
1715,BH EMPLOYEE HEALTH SERVICES
43598,OPTHC FIN BARNUM
30079,YNH NP 4 SUPPORTIVE CARE UNIT
38246,SNF MASS TESTING - ADVANCED NURSING & REHAB
2402,YM SURGERY CARDIOTHORACIC BRIDG
21437,LMH 5.4 PEDIATRICS
18315,SRC APOTHECARY
909,YNHCH BH PEDIATRIC SURGERY SERVICE
41317,OPTHC NUTR BARNUM
2693,GREENWICH WEIGHT LOSS AND WELLNESS CENTER
31510,YM NEUROLOGY 670 MILFORD
37139,YU DEPARTMENT OF PATHOLOGY
3952,CONNECTICUT KIDNEY CENTER
21496,WH CT SCAN
2362,YMG UROLOGY CTR - MADISON
2526,NE SR HOSPITALIST
3405,SRC ANESTHESIA OB
38488,NE ENDO FAIRFIELD KINGS HWY
40363,CSHH COVID VACCINE FAIR WEST HAVEN
29123,NE RHEUM GREENWICH VALLEY DR
3416,LYNX YH ADULT ED COST CENTER DEPT
44340,YNH PEDI ENDOCRINE OBESITY DEVINE
1545,SRC BLOOD BANK
2404,YMG PLASTIC SURGERY DURHAM
38621,YNH - OFF SITE FLU FAIR CLINIC OCC HEALTH
43822,YNH CENTER FOR INFECTIOUS DISEASE
44364,NE GI SPEC TRUMBULL PARK AVE
43430,GH INTERVENTIONAL PSYCH
4223,YNHCH BH NICU SCHEDULING CLINIC
43841,BH PRIMARY CARE CENTER UNIVERS NURSE HOME VISIT
2444,YM ENDOCRINOLOGY SHERMAN
2235,YMG RESIDENT CLINIC
1773,BH ED XRAY
1128,YNH PEDI LW DIABETES
43985,GH PEDI FOOD ALLERGY PREV 500 W PUTNAM
1648,SRC VASCULAR
38626,YNH - SRC FLU FAIR CLINIC OCC HEALTH
35481,YNH NP 3 OVERFLOW
828,YNH DRAW STATION ORANGE
44570,YM DERMATOLOGY 1353 BPR MADISON
30175,CSHH BH COLUMBUS - CHILD&FAM GUID
23365,YNH PEDI NORWALK PULMONARY FUNCTION TESTING
44968,YM ORTHO MILFORD 849 BPR
40375,CSHH COVID TESTING 410 W HAVEN
1306,YNH ADLER GERIATRIC CENTER
1501,SRC SURGICAL INTENSIVE
21595,YM PEDI GREENWICH NEUROLOGY
21760,NE ENDO NEW LONDON
30423,MC 3 EAST
4203,NE GI OF NH - ELM WEST HAVEN
702,YNH BH CHILDREN BH PULMONARY FUNCTION
801,WILLCARE HOME CARE
29259,NE PEDI UROLOGY RYEBROOK
21443,LMH CT SCAN
39625,MC COVID VACCINE FAIR OCC HEALTH
2012,GH OCC MED - MORGAN STANLEY
380,HOSPICE SERVICE
1235,YNH ADOLESCENT CLINIC
42830,YNH WP 10 CHILDRENS ANNEX
610,YM PEDI CARDIOLOGY
21520,WH OUTPATIENT NUTRITION
21518,WH OR
886,SRC NEUROLOGY SERVICES
2698,DR RICHARD S. STAHL
2558,NE SR PSYCH PHP/IOP ADOL & CHILD GEORGE ST
44238,GH SMILOW UROLOGY LRR
1035,YNH INTERPRETER SCHEDULING
21552,LMH HOME DRAW
26310,YNH PEDIATRIC GASTROENTEROLOGY SERVICE
1898,BH OUTPATIENT IMAGING STRATFORD MRI
1923,GH MATERNITY B
44884,CSHH ADDICTION RECOVERY SARGENT
1233,YNH NEW HAVEN XRAY
1598,SRC RHEUMATOLOGY CLINIC
378,GH CLINICIANS - BEHAVIORAL HEALTH
2448,NE HEARTH AT GARDENSIDE
1185,YNH EAST HAVEN XRAY
1966,GH ANESTHESIA US
1665,SRC DRAW STATION BRANFORD OCC HEALTH
1259,YNH DIABETES CENTER
30452,MC BOSTON POST RD DRAW STATION
32077,FAIR HAVEN SBHC DENTAL FAME
39410,WALLINGFORD TESTING SITE
3494,YNH DRAW STATION SMILOW FAIRFIELD
18609,YM SURGERY HEAD AND NECK TRUMBULL
21360,MEDICAL ASSOCIATES MADHU GOWDA WEST HAVEN
39731,YNH PCC COVID VACCINE FAIR OCC HEALTH
3853,BH HOSPITAL SUPPLY
507,YNH LABORATORY MEDICINE
3555,NE PM SHELTON CARDIAC SERVICES
1800,NE FAIRFIELD CARDIAC SPECIALISTS
2037,GH HASC OR
43802,YNH SMILOW PEDI HEM ONC SICKLE CELL
2153,YMG L&M GENETICS
18034,YNH SMILOW REPRODUCTIVE
447,BH PEDIATRICS SERVICE
38186,SNF MASS TESTING - GUILFORD HOUSE
1817,BH PRIMARY CARE ENDO
41009,YM PLASTICS BREAST TRUMBULL
43971,FCHC MEDICAL WILBUR PECK
555,PEOPLES MEDICAL & PHARMACY
1063,YNH SP PACU
24901,NE POD NORTH HAVEN 4A DEVINE
26622,SRC PERIOP SVCS MCGIVNEY OR
21613,LMH SURGICAL OR
43818,BH PCC YM BARIATRIC SURGERY
4145,LAB FOR ST VINCENT HOSPITAL
439,BH NEPHROLOGY SERVICE
44228,CSHH BH BAILEY MIDDLE SBHC
35031,YNH WP 7 PEDIATRIC CARDIAC ICU
21765,NE SLEEP NEW LONDON
38445,YM NEUROLOGY EPILEPSY GUILFORD
2144,YMG GUILFORD SLEEP STUDY
3554,NE PM RHEUM TRUMBULL
29257,YM CARDIOLOGY 500 W PUTNAM
2727,"ALLERGY, ASTHMA & IMMUNOLOGY"
959,YNH WP 10 MATERNITY
1862,NE TRUMBULL CARDIAC SPECIALISTS
43390,YNH SML SURVIVORSHIP-DERBY
29308,GENERIC EXTERNAL DATA DEPARTMENT
19794,YNH WP 8 NEWBORN NURSERY
36563,WH IP PERIOP OVERFLOW
4231,BH QUEST HEMATOLOGY
18603,GH LRR BONE DENSITY
774,BRANFORD INTERNAL MEDICINE LLC
27860,SRC HAELEN INF DISEASE ORCHARD
41360,OPTHC MEDICAL MOBILE VAN EAST MAIN
31091,MC PET
4175,BH PRIMARY CARE HEPATOLOGY
21400,LMH ANESTHESIA
44230,CSHH BH WEST HAVEN HIGH SCHOOL
21625,WH CARDIAC SERVICES
21766,NE BEHAVIORAL MED NEW LONDON
2593,NE PEDIATRIC SPECIALISTS WEBER-CHESS
3828,NE NEUROLOGY 6 DEVINE
2058,GH BENDHEIM LABORATORY (ONC)
43927,WH CARDIAC ELECTROPHYSIOLOGY
3438,YNH PEDI TRUMBULL SURGERY
2342,YM SMILOW ENDOSCOPY SUITE
1560,SRC INTERVENTIONAL RADIOLOGY
45128,YNH SMILOW CASE CONFERENCE
4290,YM OBGYN PERINATOLOGY STAMFORD
612,YM PEDI ICU
1446,YNH DRAW STATION SMILOW NORTH HAVEN
2692,GREENWICH FAM PRACTICE
32069,NE OB/GYN FAIRFIELD
38442,YM NEUROLOGY NEUROMUSCULAR GUILFORD
43170,WOOD RIVER HEALTH SERVICES
1656,SRC YM MINOR OPS
18873,NEW MILFORD VNA AND HOSPICE
41364,OPTHC CHIRO CHASE
31179,YNH TELEMEDICINE SERVICE
3947,NE CARDIOVASCULAR SERVICES OF GH - VALLEY DRIVE
30449,MC MRI
2048,GH OCCUPATIONAL MEDICINE
43982,GH PEDI GENERAL SERV 500 W PUTNAM
4299,BAYADA HOME HEALTH CARE
1511,SRC VERDI 5 EAST HVC
21430,LMH 4.1 NEURO
2218,YMG OBGYN URO-GYN OLD LYME
1493,SRC CARDIOTHORACIC ICU
29986,CSHH DENTAL ANSONIA
1039,YNH PSY SMILOW - BEH HEALTH SERV
2390,YM CSC PSYCH ASSESS NH FRONTAGE
29759,DDA ENDOSCOPY SUITE MAIN BRANFORD
2431,YM OBGYN MIDWIFERY NEW HAVEN
4170,NE PSYCHIATRY TRUMBULL
449,BH PODIATRY SERVICE
396,YNH NEUROSURGERY SERVICE
2697,DR MICHAEL ROSENTHAL
1436,YNH PEDI NORWALK GENERAL SERVICE
41724,YNH HOME CARDIOLOGY
1854,BH OUTPATIENT IMAGING PARK AVE MAMMO
38338,SNF MASS TESTING - NORTHBRIDGE HEALTH CARE CENTER
1790,BH ELECTROPHYSIOLOGY LAB
41257,OPTHC PED LUIS M MARIN SBHC
3442,YNH DRAW STATION PEDI TRUMBULL
3872,YM COUNTY OB MADISON
18976,FAIR HAVEN PEDIATRICS EAST HAVEN
38401,SOUTHEAST MENTAL HEALTH AUTHORITY
368,BH CARDIOLOGY SERVICE
1774,BH ED CT SCAN
22192,YNH SMILOW PFT LAB 55 PARK
34881,YHC EMERGENCY CARE CENTER
1075,YNH SMILOW XRAY
41259,OPTHC PED DUNBAR SBHC
2049,GH OCCUPATIONAL THERAPY - STAMFORD
1388,YNH HOIT
29619,METABOLISM ASSOCIATES - ORANGE
1478,YNH DRAW STATION ORANGE
21725,WH FILE ROOM
39618,YNH COVID VACCINE FAIR OCC HEALTH
43950,FCHC DENTAL WESTHILL HIGH SBHC
1054,YNH WPOR
2231,YM SURGERY GENERAL NH HOWARD AVE
758,GROTON REGENCY
1827,BH AHLBIN CTR SOUTHPORT
531,PULMONARY AND INTERNAL MED ASSOCIATES
751,APPLE REHAB FARMINGTON VALLEY
31343,YM UROLOGY WATERFORD
21698,WH SURGERY SERVICE
26330,BH SHELTON DRAW STATION
834,YNH TEMPLE DRAW STATION
44001,GH PEDI INFUSION CENTER 500 W PUTNAM
39427,YNH PEDI AUDIOLOGY LONG WHARF
17998,LMMG ENDOCRINE WESTERLY (DELETE)
4264,SLEEP DISORDERS CENTER OF CT - NORWALK
3923,NE NEURO ORANGE
40635,GH DRAW STATION GLENVILLE
44520,YNH PEDI NEUROSURGERY NORTH HAVEN
1990,GH PAIN MGMT XRAY
4087,YNH PEDI TRUMBULL CRANFIOFACIAL CLINIC
29316,YM NEUROLOGY NEW LONDON
461,YNH BEHAVIORAL HEALTH THERAPIES
1843,BH MILFORD DRAW STATION
21692,LMH PEDIATRIC SERVICE
719,YNH BH CHILDREN BH EEG
2269,YM NEUROLOGY MEMORY CLINIC
786,SRC PAIN SERVICE
2203,YMG GENETIC COUNSELING - GREENWICH
3455,YNH SMILOW TRUMBULL
18018,LMMG INFECTIOUS DISEASE & TRAVEL
21473,LMH CROSSROADS BONE DENSITY
1057,YNH PREADMISSION TESTING
21554,LMH ED PEQUOT BLOOD DRAW
44395,YM HVC PSY WELLNESS AND WELLBEING
21408,WH HEARING AND SPEECH
3479,NE YNH PEDIATRIC SPECIALISTS - BERKWITS
39802,FAIR HAVEN COVID VACCINE FAIR 374 GRAND AVE
4135,LAB FOR LAWRENCE AND MEMORIAL HOSPITAL
2702,FAIR HAVEN FAMILY 374 GRAND AVE
2782,YHC US
24099,NE WALK IN NORTH HAVEN 4A DEVINE
27141,SRC CENTER 2 OBSERVATION OUTPATIENT
1870,BH RIDGEFIELD CARDIAC SERVICES CS
21689,LMH SYSTEM BUSINESS OFFICE
45397,CENTRAL SCHEDULING - REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY (REI)
26354,YM CMC PMR STAMFORD
1836,BH FAIRFIELD URGENT CARE CTR
1442,YNH DEVINE ST XR/FL
29320,YM NEUROLOGY GREENWICH VALLEY DR
416,GH ORAL & MAXILLOFACIAL SURGERY SERVICE
1469,YNH WESTBROOK CARDIAC SERVICES - CANH
788,SRC LABORATORY MEDICINE SERVICE
36771,YNH EP 48 POST PARTUM
43556,CSHH BH DUNBAR HILL HAMDEN SBHC
1022,YNH HEALTH INFO MGMT
21503,WH LAB CHEMISTRY
3425,FAMILY MEDICINE ASSOCIATES
40183,CSHH VACCINE EVENT DIXWELL
21728,WH US ED PHYS
2396,YM CSC TRAUMA PROGRAM-BRIDGEPORT
38150,YNH DRAW STATION INT MED WESTBROOK
571,YNH PAREX SURGICAL ICU COST CENTER DEPARTMENT
27793,YNH COLUMBUS HOUSE
38203,SNF MASS TESTING - JEWISH SERVICES
40906,YNH PEDI HEPATOLOGY WP2 NEW HAVEN
1165,YNH GUILFORD CARDIAC SERVICES
1049,YNH EP PREOP
19827,YM SURGERY VASCULAR MILFORD
21259,YM SURGERY BREAST CENTER TRUMBULL
38485,NE PM PULM FAIRFIELD KINGS HWY
39644,NE COVID VACCINE FAIR 500 W PUTNAM
41537,YNH SMILOW SPINE ONCOLOGY
4311,AVANTUS
1729,BH PULMONARY FUNCTION
34875,YNH SMILOW GI MDC NORTH HAVEN
38448,YM SURGERY PLASTICS GUILFORD
1105,YNH PEDI LW ENDOCRINOLOGY
1214,YNH TSC PERIOPERATIVE SERVICES
1243,YNH WINCHESTER CHEST CLINIC
357,ONCOLOGY PATIENT NAVIGATOR
484,BURKE REHAB CENTER
18016,LMMG PRI CARE WATERFORD
2296,YMG PEDI IMMUNO/ALLERGY
18064,LMMG BEHAVIORAL MYSTIC
890,SRC WOUND CONSULT
2159,YM CSC OUTPATIENT NH TEMPLE ST
1184,YNH EAST HAVEN ULTRASOUND
2587,NE PODIATRY FAIRFIELD POST RD
632,NEW ENGLAND HOMECARE
1894,BH OUTPATIENT IMAGING COMMERCE PARK XRAY
669,CORNELL SCOTT HILL HEALTH CENTER
41368,OPTHC BH DUNBAR SBHC
4255,YNH SCCC GUILFORD LAB
43807,CSHH CARE COORDINATION DIXWELL Q HOUSE
2617,NE DR THORNTON - STRATFORD
2050,GH OCCUPATIONAL THERAPY
2366,YMG PEDI NORWALK ENDO
2091,YMG SPINE CENTER-LONG WHARF
39318,SHORELINE TESTING TENT
1158,YNH SHORELINE CT
40334,YM NEUROLOGY MEMORY STAMFORD
18041,DR MICHAEL E OPALAK
1130,YNH MATERNAL FETAL MEDICINE
18605,GH LRR MAMMOGRAPHY
18789,GH NON INTERFACED REFERENCE LAB
31334,YNH DRAW STATION INT MED GUILFORD
1620,SRC DRAW STATION HAMDEN PATIENT SERVICES CTR
4075,YNH DRAW STATION BRANFORD - NORTH MAIN
45126,GH MOOD ANXIETY PSYCH W MAIN ST
40231,YNH PEDI COVID COMP PROGRAM
837,YNH EAST HAVEN DRAW STATION (FOXON ROAD)
25054,CT PULMONARY SPECIALISTS-NEW HAVEN
1294,YNH UROLOGY SERVICE
1534,SRC L&D SCHEDULING DEPT
42618,YM OI INFUSION GUILFORD
2236,YMG SPINE CENTER
908,YNHCH BH PEDIATRIC SERVICE
1708,BH BURN CENTER
21643,YNH PEDI TRUMBULL NEUROLOGY
972,YNH EP 55 MEDICINE
1587,SRC OP SERVICES CONTINUING CARE CLINIC - NEW HAVEN
3560,NE PM FM TRUMBULL QUARRY RD
29848,LMH 4.4 SURGE
30420,MC ICU
2243,YMG PEDI EPILEPSY PROGRAM
30014,CSHH DENTAL DERBY
45127,GH NUTRITIONAL HEALTH W MAIN ST
43993,GH PEDI RESPIRATORY 500 W PUTNAM
40912,YNH PEDI HEPATOLOGY NORWALK
21665,LMH ORTHOPEDIC SERVICE
41463,CSHH BH DIXWELL Q HOUSE
1159,YNH SHORELINE MAMMO
39928,COMMUNITY COVID VACCINE FAIR-HCP SOUTH CENTRAL
35195,YHC TESTING
43820,ZZGH OUTPATIENT CTR SPECIALTY 75 HOLLY HILL
38595,NE MITCHELL COLLEGE
4219,YNH EP 65 SURGERY
24524,YNH DEVINE ST ULTRASOUND
39499,SRC SHORT TERM SURGERY OVERFLOW
1692,BH RICHARDSON 8
2747,YHC CARE MANAGEMENT
21768,NE JOSLIN ENDOCRINE STONINGTON
43147,NE FM WESTPORT 325 RIVERSIDE DR
43828,GH OUTPATIENT CTR OB 75 HOLLY HILL
40369,YHC YU SCHWARZMAN
27733,YNH PEDI ENT TRUMBULL
1151,YNH SHORELINE SLEEP
1326,YNH PEDI NEUROLOGY
29252,YM MED ONC HN MDC TRUMBULL
39365,YU PATHOLOGY LABORATORY
1262,YNH MFM PERINATOLOGY
39801,FAIR HAVEN COVID VACCINE FAIR EAST HAVEN
18604,GH LRR CT
24024,YNH SMILOW EXTENDED CARE CLINIC
1443,YNH DRAW STATION NORTH HAVEN URGENT CARE
42846,YM ORTHO 8 DEVINE NORTH HAVEN
2783,BH SOCIAL WORK
2675,NE SOUND SHORE GI ASSOC
21666,LMH PEDIATRIC CARDIOLOGY SERVICE
40445,YM COLON RAD ONC MDC TRUMBULL
27843,BH COUNSYL
29962,CSHH GASTROENTEROLOGY 428 COLUMBUS
39199,LMH SMILOW HEAD & NECK WATERFORD
44877,YM SURGERY COLORECTAL GUILFORD
2375,YMG PEDI NORWALK NEPHROLOGY
44580,YALE NEW HAVEN URGENT CARE NORWICH
29698,YM YNH SKILLED NURSING SVCS
2228,YM INTERNAL MEDICINE ASSOCIATES
3564,NE PM NUTRITION TRUMBULL QUARRY RD
44361,BH WELL BABY OUTPATIENT SCHEDULING
2446,NE EVERGREEN WOODS
2749,YHC EAR NOSE AND THROAT
3825,SRC HAELEN INF DISEASE
3830,WINDHAM COMMUNITY MEMORIAL HOSPITAL
394,YNH MEDICINE SERVICE
1147,YNH EMG SHORELINE
24114,GH EDGEHILL LAB SPECIMENS
1839,BH DIABETES BRICK WALK
44400,YNH OBGYN FAM PLAN GUILFORD
19206,ZZZWH REHAB SERVICES
1851,BH ANTENATAL TESTING PARK AVE US
38211,SNF MASS TESTING - WEST RIVER REHAB
1232,YNH NEW HAVEN ULTRASOUND
4068,FAIR HAVEN MIDWIFERY 50 GRAND AVE
24526,YM DERMATOLOGY ORCHARD
45131,GH BEHAVIORAL HEALTH W MAIN ST
42856,YM NEUROSURGERY SPINE NORTH HAVEN
38624,YNH - YSC FLU FAIR CLINIC OCC HEALTH
43180,YM PEDI GEORGE DEVELOPM BEHAVIORAL
21686,LMH RAD/ONC SERVICE
31110,YM NEUROSURGERY GREENWICH VALLEY DR
1536,SRC DRAW STATION FAMILY HEALTH CTR
522,YNH QSITE CARDIOVASCULAR SPECIAL PROCEDURES COST CENTER DEPARTMENT
39382,CSHH GASTROENTEROLOGY WILMOT
2610,NE 24 OBGYN COVERING
18048,LMH CLINICAL DATA
