procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
7444516,"Release Right Finger Phalangeal Joint, Open Approach",2767387,ICD10PCS,0RNW0ZZ,"Release Right Finger Phalangeal Joint, Open Approach",58,0.0%,Procedure,ICD10PCS,0RNW0ZZ,ICD10PCS
3007311,"Change Other Device in Ureter, External Approach",2776437,ICD10PCS,0T29XYZ,"Change Other Device in Ureter, External Approach",58,0.0%,Procedure,ICD10PCS,0T29XYZ,ICD10PCS
6424618,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",1524152,ICD10PCS,0JH63FZ,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",58,0.0%,Procedure,ICD10PCS,0JH63FZ,ICD10PCS
5880214,"Resection of Right Eye, External Approach",2738001,ICD10PCS,08T0XZZ,"Resection of Right Eye, External Approach",58,0.0%,Procedure,ICD10PCS,08T0XZZ,ICD10PCS
7462313,"Reposition Right Superior Parathyroid Gland, Open Approach",2753599,ICD10PCS,0GSL0ZZ,"Reposition Right Superior Parathyroid Gland, Open Approach",58,0.0%,Procedure,ICD10PCS,0GSL0ZZ,ICD10PCS
4166044,"Fusion of Thoracolumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",2768287,ICD10PCS,0RGA0AJ,"Fusion T-lum Jt w Intbd Fus Dev, Post Appr A Col, Open",58,0.0%,Procedure,ICD10PCS,0RGA0AJ,ICD10PCS
4750581,"Fusion of Left Metatarsal-Phalangeal Joint with Autologous Tissue Substitute, Open Approach",2773056,ICD10PCS,0SGN07Z,"Fusion of L Metatarsophal Jt with Autol Sub, Open Approach",58,0.0%,Procedure,ICD10PCS,0SGN07Z,ICD10PCS
5571809,"Excision of Left Scapula, Open Approach",2763488,ICD10PCS,0PB60ZZ,"Excision of Left Scapula, Open Approach",58,0.0%,Procedure,ICD10PCS,0PB60ZZ,ICD10PCS
1188170,"Reposition Left Humeral Shaft with Intramedullary Internal Fixation Device, Open Approach",2765326,ICD10PCS,0PSG06Z,"Reposition L Humeral Shaft with Intramed Fix, Open Approach",58,0.0%,Procedure,ICD10PCS,0PSG06Z,ICD10PCS
9289036,"Removal of Synthetic Substitute from Right Ankle Joint, Open Approach",2776318,ICD10PCS,0SPF0JZ,"Removal of Synth Sub from R Ankle Jt, Open Approach",58,0.0%,Procedure,ICD10PCS,0SPF0JZ,ICD10PCS
2815161,"Destruction of Right Kidney Pelvis, Via Natural or Artificial Opening Endoscopic",2776457,ICD10PCS,0T538ZZ,"Destruction of Right Kidney Pelvis, Endo",58,0.0%,Procedure,ICD10PCS,0T538ZZ,ICD10PCS
6509308,"Excision of Vestibular Gland, External Approach",2780382,ICD10PCS,0UBLXZZ,"Excision of Vestibular Gland, External Approach",58,0.0%,Procedure,ICD10PCS,0UBLXZZ,ICD10PCS
2114484,"Drainage of Spinal Canal with Drainage Device, Open Approach",2722633,ICD10PCS,009U00Z,"Drainage of Spinal Canal with Drainage Device, Open Approach",58,0.0%,Procedure,ICD10PCS,009U00Z,ICD10PCS
5731611,"Reposition Left Upper Eyelid, External Approach",2737791,ICD10PCS,08SPXZZ,"Reposition Left Upper Eyelid, External Approach",58,0.0%,Procedure,ICD10PCS,08SPXZZ,ICD10PCS
4281257,"Excision of Left Ethmoid Sinus, Open Approach",2742009,ICD10PCS,09BV0ZZ,"Excision of Left Ethmoid Sinus, Open Approach",58,0.0%,Procedure,ICD10PCS,09BV0ZZ,ICD10PCS
5522579,"Transfer Left Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach",2753911,ICD10PCS,0KXG0Z2,"Transfer Left Trunk Muscle with Skin, Subcu, Open Approach",58,0.0%,Procedure,ICD10PCS,0KXG0Z2,ICD10PCS
4666305,"Extirpation of Matter from Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach",2756044,ICD10PCS,0JCF0ZZ,"Extirpate matter from L Up Arm Subcu/Fascia, Open",58,0.0%,Procedure,ICD10PCS,0JCF0ZZ,ICD10PCS
2552537,"Replacement of Neck Skin with Nonautologous Tissue Substitute, Full Thickness, External Approach",2756958,ICD10PCS,0HR4XK3,"Replace Neck Skin w Nonaut Sub, Full Thick, Extern",58,0.0%,Procedure,ICD10PCS,0HR4XK3,ICD10PCS
7068572,"Removal of Internal Fixation Device from Facial Bone, External Approach",2757881,ICD10PCS,0NPWX4Z,"Removal of Int Fix from Facial Bone, Extern Approach",58,0.0%,Procedure,ICD10PCS,0NPWX4Z,ICD10PCS
8116861,"Release Right Knee Joint, External Approach",2771368,ICD10PCS,0SNCXZZ,"Release Right Knee Joint, External Approach",58,0.0%,Procedure,ICD10PCS,0SNCXZZ,ICD10PCS
4372051,"Introduction of Other Therapeutic Substance into Bones, Percutaneous Approach",2786009,ICD10PCS,3E0V3GC,"Introduction of Oth Therap Subst into Bone, Perc Approach",58,0.0%,Procedure,ICD10PCS,3E0V3GC,ICD10PCS
7921759,"Insertion of Radioactive Element into Liver, Percutaneous Approach",1780986,ICD10PCS,0FH031Z,"Insertion of Radioactive Element into Liver, Perc Approach",58,0.0%,Procedure,ICD10PCS,0FH031Z,ICD10PCS
1636502,"Replacement of Left Tympanic Membrane with Autologous Tissue Substitute, Open Approach",2744333,ICD10PCS,09R807Z,"Replace of L Tympanic Membrane with Autol Sub, Open Approach",57,0.0%,Procedure,ICD10PCS,09R807Z,ICD10PCS
8358914,"Resection of Small Intestine, Percutaneous Endoscopic Approach",2753157,ICD10PCS,0DT84ZZ,"Resection of Small Intestine, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,0DT84ZZ,ICD10PCS
9078518,"Repair Left Neck Subcutaneous Tissue and Fascia, Open Approach",2754031,ICD10PCS,0JQ50ZZ,"Repair Lt Neck Subcu/Fascia, Open Approach",57,0.0%,Procedure,ICD10PCS,0JQ50ZZ,ICD10PCS
7376122,"Replacement of Right Hip Joint with Metal Synthetic Substitute, Cemented, Open Approach",2773857,ICD10PCS,0SR9019,"Replacement of R Hip Jt with Metal, Cement, Open Approach",57,0.0%,Procedure,ICD10PCS,0SR9019,ICD10PCS
7308994,"Repair Urethra, Via Natural or Artificial Opening Endoscopic",2776257,ICD10PCS,0TQD8ZZ,"Repair Urethra, Via Natural or Artificial Opening Endoscopic",57,0.0%,Procedure,ICD10PCS,0TQD8ZZ,ICD10PCS
5612185,"Extraction of Thoracic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic",43016357,ICD10PCS,07DK8ZX,"Extraction of Thoracic Duct, Endo, Diagn",57,0.0%,Procedure,ICD10PCS,07DK8ZX,ICD10PCS
3670510,"Transfer Right Foot Subcutaneous Tissue and Fascia, Open Approach",2756108,ICD10PCS,0JXQ0ZZ,"Transfer R Foot Subcu/Fascia, Open Approach",57,0.0%,Procedure,ICD10PCS,0JXQ0ZZ,ICD10PCS
1488585,"Insertion of Multiple Array Rechargeable Stimulator Generator into Back Subcutaneous Tissue and Fascia, Open Approach",2756556,ICD10PCS,0JH70EZ,"Insert Mult Array Rechg Stim Gen in Back Subcu/Fascia, Open",57,0.0%,Procedure,ICD10PCS,0JH70EZ,ICD10PCS
1286513,"Replacement of Right Knee Joint, Femoral Surface with Synthetic Substitute, Cemented, Open Approach",2774369,ICD10PCS,0SRT0J9,"Replace R Knee Jt, Femoral w Synth Sub, Cement, Open",57,0.0%,Procedure,ICD10PCS,0SRT0J9,ICD10PCS
9370909,"Dilation of Left Ureter, Percutaneous Approach",2776710,ICD10PCS,0T773ZZ,"Dilation of Left Ureter, Percutaneous Approach",57,0.0%,Procedure,ICD10PCS,0T773ZZ,ICD10PCS
8509119,"Inspection of Gastrointestinal Tract, Via Natural or Artificial Opening Approach",2777856,ICD10PCS,0WJP7ZZ,"Inspection of Gastrointestinal Tract, Via Opening Approach",57,0.0%,Procedure,ICD10PCS,0WJP7ZZ,ICD10PCS
8431316,"Irrigation of Skin and Mucous Membranes using Irrigating Substance, Percutaneous Approach",2786244,ICD10PCS,3E1038Z,"Irrigation of Skin/Mucous Mem using Irrigat, Perc Approach",57,0.0%,Procedure,ICD10PCS,3E1038Z,ICD10PCS
2357772,"Introduction of Other Therapeutic Substance into Genitourinary Tract, Via Natural or Artificial Opening",2789002,ICD10PCS,3E0K7GC,"Introduction of Oth Therap Subst into GU Tract, Via Opening",57,0.0%,Procedure,ICD10PCS,3E0K7GC,ICD10PCS
8569157,"Insertion of Multiple Channel Cochlear Prosthesis into Left Inner Ear, Open Approach",2742779,ICD10PCS,09HE06Z,"Insert Mult Chan Cochl Prosth in L Inner Ear, Open",57,0.0%,Procedure,ICD10PCS,09HE06Z,ICD10PCS
2611779,"Reposition Left Tarsal, Open Approach",2769460,ICD10PCS,0QSM0ZZ,"Reposition Left Tarsal, Open Approach",57,0.0%,Procedure,ICD10PCS,0QSM0ZZ,ICD10PCS
3584425,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach",42898000,ICD10PCS,30233Y2,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach",57,0.0%,Procedure,ICD10PCS,30233Y2,ICD10PCS
5596370,"Dilation of Left Main Bronchus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",2742348,ICD10PCS,0B778DZ,"Dilation of Left Main Bronchus with Intralum Dev, Endo",57,0.0%,Procedure,ICD10PCS,0B778DZ,ICD10PCS
1548922,"Resection of Right Ovary, Via Natural or Artificial Opening",2778679,ICD10PCS,0UT07ZZ,"Resection of Right Ovary, Via Natural or Artificial Opening",57,0.0%,Procedure,ICD10PCS,0UT07ZZ,ICD10PCS
1988616,"Change Drainage Device in Right Pleural Cavity, External Approach",2778767,ICD10PCS,0W29X0Z,"Change Drainage Device in R Pleural Cav, Extern Approach",57,0.0%,Procedure,ICD10PCS,0W29X0Z,ICD10PCS
7686802,Fluoroscopy of Mouth/Oropharynx using Other Contrast,2787152,ICD10PCS,BD1BYZZ,Fluoroscopy of Mouth/Oropharynx using Other Contrast,57,0.0%,Procedure,ICD10PCS,BD1BYZZ,ICD10PCS
7704822,"Supplement Mitral Valve with Zooplastic Tissue, Open Approach",2726749,ICD10PCS,02UG08Z,"Supplement Mitral Valve with Zooplastic, Open Approach",57,0.0%,Procedure,ICD10PCS,02UG08Z,ICD10PCS
1321322,"Excision of Mesenteric Lymphatic, Percutaneous Endoscopic Approach",2738175,ICD10PCS,07BB4ZZ,"Excision of Mesenteric Lymphatic, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,07BB4ZZ,ICD10PCS
7394304,"Replacement of Left Lens with Nonautologous Tissue Substitute, Percutaneous Approach",2741517,ICD10PCS,08RK3KZ,"Replacement of Left Lens with Nonaut Sub, Perc Approach",57,0.0%,Procedure,ICD10PCS,08RK3KZ,ICD10PCS
4249179,"Extirpation of Matter from Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic",2744922,ICD10PCS,0BCF8ZZ,"Extirpation of Matter from Right Lower Lung Lobe, Endo",57,0.0%,Procedure,ICD10PCS,0BCF8ZZ,ICD10PCS
2346334,"Release Vulva, External Approach",2777881,ICD10PCS,0UNMXZZ,"Release Vulva, External Approach",57,0.0%,Procedure,ICD10PCS,0UNMXZZ,ICD10PCS
9885561,"Drainage of Right Buttock, Open Approach",2784517,ICD10PCS,0Y900ZZ,"Drainage of Right Buttock, Open Approach",57,0.0%,Procedure,ICD10PCS,0Y900ZZ,ICD10PCS
8839067,"Evoked Otoacoustic Emissions, Screening Assessment using Otoacoustic Emission (OAE) Equipment",2795449,ICD10PCS,F13ZM6Z,"Evoked Otoacoust, Screen Assessment using OAE Equipment",57,0.0%,Procedure,ICD10PCS,F13ZM6Z,ICD10PCS
7357571,"Occlusion of Left Pulmonary Artery with Intraluminal Device, Percutaneous Approach",43015304,ICD10PCS,02LR3DZ,"Occlusion of L Pulm Art with Intralum Dev, Perc Approach",57,0.0%,Procedure,ICD10PCS,02LR3DZ,ICD10PCS
1090468,Fluoroscopy of Left Kidney using Other Contrast,2791757,ICD10PCS,BT12YZZ,Fluoroscopy of Left Kidney using Other Contrast,57,0.0%,Procedure,ICD10PCS,BT12YZZ,ICD10PCS
5466534,"Dilation of Right Eustachian Tube, Via Natural or Artificial Opening",2739803,ICD10PCS,097F7ZZ,"Dilation of Right Eustachian Tube, Via Opening",57,0.0%,Procedure,ICD10PCS,097F7ZZ,ICD10PCS
8225995,"Excision of Nasal Turbinate, Via Natural or Artificial Opening Endoscopic, Diagnostic",2741762,ICD10PCS,09BL8ZX,"Excision of Nasal Turbinate, Endo, Diagn",57,0.0%,Procedure,ICD10PCS,09BL8ZX,ICD10PCS
4848998,"Drainage of Esophagus, Via Natural or Artificial Opening Endoscopic, Diagnostic",2749302,ICD10PCS,0D958ZX,"Drainage of Esophagus, Endo, Diagn",57,0.0%,Procedure,ICD10PCS,0D958ZX,ICD10PCS
2321371,"Resection of Transverse Colon, Percutaneous Endoscopic Approach",2753391,ICD10PCS,0DTL4ZZ,"Resection of Transverse Colon, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,0DTL4ZZ,ICD10PCS
6285220,"Replacement of Right Mandible with Synthetic Substitute, Open Approach",2759673,ICD10PCS,0NRT0JZ,"Replacement of Right Mandible with Synth Sub, Open Approach",57,0.0%,Procedure,ICD10PCS,0NRT0JZ,ICD10PCS
8248325,"Drainage of Left Hip Joint, Open Approach",2770091,ICD10PCS,0S9B0ZZ,"Drainage of Left Hip Joint, Open Approach",57,0.0%,Procedure,ICD10PCS,0S9B0ZZ,ICD10PCS
1007769,"Inspection of Left Inguinal Region, Percutaneous Endoscopic Approach",2782260,ICD10PCS,0YJ64ZZ,"Inspection of Left Inguinal Region, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,0YJ64ZZ,ICD10PCS
5886170,"Excision of Right Sphenoid Sinus, Percutaneous Endoscopic Approach, Diagnostic",2742018,ICD10PCS,09BW4ZX,"Excision of Right Sphenoid Sinus, Perc Endo Approach, Diagn",57,0.0%,Procedure,ICD10PCS,09BW4ZX,ICD10PCS
3990665,"Release Lesser Omentum, Percutaneous Endoscopic Approach (Deprecated)",2747390,ICD10PCS,0DNT4ZZ,"Release Lesser Omentum, Percutaneous Endoscopic Approach",57,0.0%,Procedure,ICD10PCS,0DNT4ZZ,ICD10PCS
4095523,"Drainage of Stomach, Pylorus, Via Natural or Artificial Opening Endoscopic, Diagnostic",2749529,ICD10PCS,0D978ZX,"Drainage of Stomach, Pylorus, Endo, Diagn",57,0.0%,Procedure,ICD10PCS,0D978ZX,ICD10PCS
1267174,"Inspection of Hepatobiliary Duct, Percutaneous Endoscopic Approach",2751707,ICD10PCS,0FJB4ZZ,"Inspection of Hepatobiliary Duct, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,0FJB4ZZ,ICD10PCS
8844027,"Reposition Right Toe Phalanx, Open Approach",2769677,ICD10PCS,0QSQ0ZZ,"Reposition Right Toe Phalanx, Open Approach",57,0.0%,Procedure,ICD10PCS,0QSQ0ZZ,ICD10PCS
3876576,"Excision of Left Elbow Joint, Percutaneous Endoscopic Approach",2766297,ICD10PCS,0RBM4ZZ,"Excision of Left Elbow Joint, Perc Endo Approach",57,0.0%,Procedure,ICD10PCS,0RBM4ZZ,ICD10PCS
3550941,"Fusion of Right Wrist Joint with Internal Fixation Device, Open Approach",2769049,ICD10PCS,0RGN04Z,"Fusion of Right Wrist Joint with Int Fix, Open Approach",57,0.0%,Procedure,ICD10PCS,0RGN04Z,ICD10PCS
7742290,"Resection of Bilateral Ovaries, Via Natural or Artificial Opening Endoscopic",2778690,ICD10PCS,0UT28ZZ,"Resection of Bilateral Ovaries, Endo",57,0.0%,Procedure,ICD10PCS,0UT28ZZ,ICD10PCS
5917255,"Replacement of Upper Tooth, Single, with Synthetic Substitute, Open Approach",2746413,ICD10PCS,0CRW0J0,"Replacement of Up Tooth, Sing, with Synth Sub, Open Approach",56,0.0%,Procedure,ICD10PCS,0CRW0J0,ICD10PCS
6953611,"Drainage of Peritoneum, Percutaneous Endoscopic Approach",2746510,ICD10PCS,0D9W4ZZ,"Drainage of Peritoneum, Percutaneous Endoscopic Approach",56,0.0%,Procedure,ICD10PCS,0D9W4ZZ,ICD10PCS
2534716,"Division of Perineum Skin, External Approach",2750354,ICD10PCS,0H89XZZ,"Division of Perineum Skin, External Approach",56,0.0%,Procedure,ICD10PCS,0H89XZZ,ICD10PCS
6466343,"Drainage of Left Breast, Percutaneous Approach",2750846,ICD10PCS,0H9U3ZZ,"Drainage of Left Breast, Percutaneous Approach",56,0.0%,Procedure,ICD10PCS,0H9U3ZZ,ICD10PCS
2417503,"Excision of Left Humeral Head, Open Approach",2763524,ICD10PCS,0PBD0ZZ,"Excision of Left Humeral Head, Open Approach",56,0.0%,Procedure,ICD10PCS,0PBD0ZZ,ICD10PCS
2875238,"Introduction of Nutritional Substance into Upper GI, Percutaneous Approach",2788260,ICD10PCS,3E0G36Z,"Introduction of Nutritional into Up GI, Perc Approach",56,0.0%,Procedure,ICD10PCS,3E0G36Z,ICD10PCS
6100866,"Occlusion of Right Pulmonary Artery with Intraluminal Device, Percutaneous Approach",43015295,ICD10PCS,02LQ3DZ,"Occlusion of R Pulm Art with Intralum Dev, Perc Approach",56,0.0%,Procedure,ICD10PCS,02LQ3DZ,ICD10PCS
4025190,"Extirpation of Matter from Portal Vein, Percutaneous Approach",2734980,ICD10PCS,06C83ZZ,"Extirpation of Matter from Portal Vein, Perc Approach",56,0.0%,Procedure,ICD10PCS,06C83ZZ,ICD10PCS
1002182,"Release Appendix, Percutaneous Endoscopic Approach",2747348,ICD10PCS,0DNJ4ZZ,"Release Appendix, Percutaneous Endoscopic Approach",56,0.0%,Procedure,ICD10PCS,0DNJ4ZZ,ICD10PCS
6532739,"Reposition Left Elbow Joint, External Approach",2772435,ICD10PCS,0RSMXZZ,"Reposition Left Elbow Joint, External Approach",56,0.0%,Procedure,ICD10PCS,0RSMXZZ,ICD10PCS
1700563,"Destruction of Bilateral Ovaries, Percutaneous Endoscopic Approach",2774785,ICD10PCS,0U524ZZ,"Destruction of Bilateral Ovaries, Perc Endo Approach",56,0.0%,Procedure,ICD10PCS,0U524ZZ,ICD10PCS
7663063,"","",ICD10PCS,3E1M48Z,"Irrigation of Periton Cav using Irrigat, Perc Endo Approach",56,0.0%,"","","",""
5431112,"Release Femoral Nerve, Open Approach",2724542,ICD10PCS,01ND0ZZ,"Release Femoral Nerve, Open Approach",56,0.0%,Procedure,ICD10PCS,01ND0ZZ,ICD10PCS
5344037,"Extirpation of Matter from Right Common Iliac Artery, Open Approach",2730832,ICD10PCS,04CC0ZZ,"Extirpation of Matter from R Com Iliac Art, Open Approach",56,0.0%,Procedure,ICD10PCS,04CC0ZZ,ICD10PCS
6208321,"Release Uterine Supporting Structure, Open Approach",2781388,ICD10PCS,0UN40ZZ,"Release Uterine Supporting Structure, Open Approach",56,0.0%,Procedure,ICD10PCS,0UN40ZZ,ICD10PCS
3192628,"Replacement of Pulmonary Valve with Zooplastic Tissue, Open Approach",2726896,ICD10PCS,02RH08Z,"Replacement of Pulm Valve with Zooplastic, Open Approach",56,0.0%,Procedure,ICD10PCS,02RH08Z,ICD10PCS
4798885,"Release Right Middle Lung Lobe, Percutaneous Endoscopic Approach",2742697,ICD10PCS,0BND4ZZ,"Release Right Middle Lung Lobe, Perc Endo Approach",56,0.0%,Procedure,ICD10PCS,0BND4ZZ,ICD10PCS
5583405,"Excision of Rectum, Open Approach, Diagnostic",2747306,ICD10PCS,0DBP0ZX,"Excision of Rectum, Open Approach, Diagnostic",56,0.0%,Procedure,ICD10PCS,0DBP0ZX,ICD10PCS
7139779,"Electroconvulsive Therapy, Unilateral-Multiple Seizure",2795844,ICD10PCS,GZB1ZZZ,"Electroconvulsive Therapy, Unilateral-Multiple Seizure",56,0.0%,Procedure,ICD10PCS,GZB1ZZZ,ICD10PCS
4214970,"Bypass Right Lacrimal Duct to Nasal Cavity, Open Approach",2738486,ICD10PCS,081X0Z3,"Bypass Right Lacrimal Duct to Nasal Cavity, Open Approach",56,0.0%,Procedure,ICD10PCS,081X0Z3,ICD10PCS
7435015,"Supplement of Pelvic Region Subcutaneous Tissue and Fascia with Synthetic Substitute, Percutaneous Approach",2754834,ICD10PCS,0JUC3JZ,"Supplement Pelvic Subcu/Fascia w Synth Sub, Perc",56,0.0%,Procedure,ICD10PCS,0JUC3JZ,ICD10PCS
3177704,"Inspection of Abdominal Wall, Open Approach",2777824,ICD10PCS,0WJF0ZZ,"Inspection of Abdominal Wall, Open Approach",56,0.0%,Procedure,ICD10PCS,0WJF0ZZ,ICD10PCS
4779910,Fluoroscopy of Bilateral Common Carotid Arteries using Other Contrast,2786593,ICD10PCS,B315YZZ,Fluoroscopy of Bi Com Carotid using Oth Contrast,56,0.0%,Procedure,ICD10PCS,B315YZZ,ICD10PCS
5607457,"Drainage of Stomach with Drainage Device, Via Natural or Artificial Opening Endoscopic",2749316,ICD10PCS,0D9680Z,"Drainage of Stomach with Drainage Device, Endo",56,0.0%,Procedure,ICD10PCS,0D9680Z,ICD10PCS
7470885,"Excision of Right Mandible, Open Approach, Diagnostic",2760364,ICD10PCS,0NBT0ZX,"Excision of Right Mandible, Open Approach, Diagnostic",56,0.0%,Procedure,ICD10PCS,0NBT0ZX,ICD10PCS
4664310,"Resection of Left Ureter, Open Approach",2776771,ICD10PCS,0TT70ZZ,"Resection of Left Ureter, Open Approach",56,0.0%,Procedure,ICD10PCS,0TT70ZZ,ICD10PCS
2637273,"Excision of Right Maxillary Sinus, Open Approach",2741787,ICD10PCS,09BQ0ZZ,"Excision of Right Maxillary Sinus, Open Approach",56,0.0%,Procedure,ICD10PCS,09BQ0ZZ,ICD10PCS
8215911,"Insertion of Multiple Channel Cochlear Prosthesis into Right Inner Ear, Open Approach",2742767,ICD10PCS,09HD06Z,"Insert Mult Chan Cochl Prosth in R Inner Ear, Open",56,0.0%,Procedure,ICD10PCS,09HD06Z,ICD10PCS
1445646,"Excision of Left Maxilla, Open Approach (Deprecated)",2760359,ICD10PCS,0NBS0ZZ,"Excision of Left Maxilla, Open Approach",56,0.0%,Procedure,ICD10PCS,0NBS0ZZ,ICD10PCS
3897240,"Supplement Right Tibia with Nonautologous Tissue Substitute, Open Approach",2766193,ICD10PCS,0QUG0KZ,"Supplement Right Tibia with Nonaut Sub, Open Approach",56,0.0%,Procedure,ICD10PCS,0QUG0KZ,ICD10PCS
5698193,"Excision of Right Kidney Pelvis, Percutaneous Approach, Diagnostic",2773702,ICD10PCS,0TB33ZX,"Excision of Right Kidney Pelvis, Perc Approach, Diagn",56,0.0%,Procedure,ICD10PCS,0TB33ZX,ICD10PCS
9483704,Fluoroscopy of Small Bowel,2787143,ICD10PCS,BD13ZZZ,Fluoroscopy of Small Bowel,56,0.0%,Procedure,ICD10PCS,BD13ZZZ,ICD10PCS
4679153,"Removal of Intraluminal Device from Stomach, Via Natural or Artificial Opening Endoscopic",2747643,ICD10PCS,0DP68DZ,"Removal of Intraluminal Device from Stomach, Endo",56,0.0%,Procedure,ICD10PCS,0DP68DZ,ICD10PCS
8856272,"Excision of Right Toe Phalangeal Joint, Open Approach",2771084,ICD10PCS,0SBP0ZZ,"Excision of Right Toe Phalangeal Joint, Open Approach",56,0.0%,Procedure,ICD10PCS,0SBP0ZZ,ICD10PCS
8317779,"Detachment at Left 4th Toe, High, Open Approach",2784503,ICD10PCS,0Y6W0Z1,"Detachment at Left 4th Toe, High, Open Approach",56,0.0%,Procedure,ICD10PCS,0Y6W0Z1,ICD10PCS
1888450,"Inspection of Urethra, Via Natural or Artificial Opening Endoscopic",2774709,ICD10PCS,0TJD8ZZ,"Inspection of Urethra, Endo",56,0.0%,Procedure,ICD10PCS,0TJD8ZZ,ICD10PCS
4871210,"Detachment at Right 2nd Toe, Mid, Open Approach",2784484,ICD10PCS,0Y6R0Z2,"Detachment at Right 2nd Toe, Mid, Open Approach",56,0.0%,Procedure,ICD10PCS,0Y6R0Z2,ICD10PCS
4280361,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach",2752031,ICD10PCS,0GB24ZZ,"Excision of Left Adrenal Gland, Perc Endo Approach",55,0.0%,Procedure,ICD10PCS,0GB24ZZ,ICD10PCS
8602458,"Supplement Right Shoulder Tendon with Synthetic Substitute, Percutaneous Endoscopic Approach",2759696,ICD10PCS,0LU14JZ,"Supplement R Shoulder Tendon w Synth Sub, Perc Endo",55,0.0%,Procedure,ICD10PCS,0LU14JZ,ICD10PCS
3805926,"Insertion of Contraceptive Device into Cervix, Via Natural or Artificial Opening",2780881,ICD10PCS,0UHC7HZ,"Insertion of Contraceptive Device into Cervix, Via Opening",55,0.0%,Procedure,ICD10PCS,0UHC7HZ,ICD10PCS
9052543,"Dilation of Left Internal Carotid Artery, Percutaneous Approach",2728125,ICD10PCS,037L3ZZ,"Dilation of Left Internal Carotid Artery, Perc Approach",55,0.0%,Procedure,ICD10PCS,037L3ZZ,ICD10PCS
